"Date","Price","Open","High","Low","Vol.","Change %"
"16-01-2014","99.38","102.12","102.47","99.02","523.41K","-2.55%"
"17-01-2014","96.39","99.90","99.90","96.10","916.20K","-3.01%"
"20-01-2014","97.00","96.50","97.42","95.61","875.90K","0.63%"
"21-01-2014","97.35","97.60","98.78","97.00","926.79K","0.36%"
"22-01-2014","95.11","98.40","99.00","94.51","2.29M","-2.30%"
"23-01-2014","92.67","95.20","95.70","92.50","1.60M","-2.57%"
"24-01-2014","91.18","92.77","93.09","90.90","978.41K","-1.61%"
"27-01-2014","88.92","90.00","90.20","88.20","721.30K","-2.48%"
"28-01-2014","89.16","88.22","90.35","88.22","556.34K","0.27%"
"29-01-2014","89.72","89.50","91.90","89.50","1.03M","0.63%"
"30-01-2014","87.97","88.80","89.20","87.00","835.81K","-1.95%"
"31-01-2014","87.81","87.71","89.49","87.41","638.44K","-0.18%"
"03-02-2014","87.73","87.30","89.18","87.30","642.25K","-0.09%"
"04-02-2014","89.69","87.00","90.80","87.00","1.60M","2.23%"
"05-02-2014","89.80","90.20","92.61","89.39","1.78M","0.12%"
"06-02-2014","90.97","90.47","91.60","89.58","860.89K","1.30%"
"07-02-2014","91.41","91.50","92.80","91.00","1.19M","0.48%"
"10-02-2014","89.60","92.00","92.08","89.33","524.64K","-1.98%"
"11-02-2014","90.77","89.50","91.89","89.50","1.02M","1.31%"
"12-02-2014","90.16","90.80","91.50","89.80","302.67K","-0.67%"
"13-02-2014","88.06","90.74","90.74","87.82","585.43K","-2.33%"
"14-02-2014","88.14","89.00","89.30","87.10","368.34K","0.09%"
"17-02-2014","87.44","88.77","88.77","87.25","370.48K","-0.79%"
"18-02-2014","87.94","87.83","88.50","86.83","474.48K","0.57%"
"19-02-2014","90.45","88.44","91.50","88.44","1.54M","2.85%"
"20-02-2014","92.56","90.75","94.10","90.50","4.19M","2.33%"
"21-02-2014","91.56","93.40","94.72","91.05","1.36M","-1.08%"
"24-02-2014","91.43","91.56","92.99","91.01","908.16K","-0.14%"
"25-02-2014","90.93","92.14","93.00","90.70","799.10K","-0.55%"
"26-02-2014","90.84","91.50","92.59","90.61","1.29M","-0.10%"
"28-02-2014","90.97","91.58","92.30","90.62","919.29K","0.14%"
"03-03-2014","88.81","91.10","91.51","88.23","855.31K","-2.37%"
"04-03-2014","91.33","89.47","93.39","89.46","3.60M","2.84%"
"05-03-2014","91.00","92.09","92.26","90.50","661.23K","-0.36%"
"06-03-2014","91.50","91.69","92.80","91.03","1.12M","0.55%"
"07-03-2014","90.48","91.80","92.40","89.72","1.14M","-1.11%"
"10-03-2014","90.51","90.80","92.40","90.12","1.57M","0.03%"
"11-03-2014","91.81","91.30","93.06","91.00","1.94M","1.44%"
"12-03-2014","95.38","92.19","97.70","92.19","8.11M","3.89%"
"13-03-2014","93.93","96.10","96.67","93.47","1.95M","-1.52%"
"14-03-2014","93.07","93.70","93.89","92.30","916.56K","-0.92%"
"18-03-2014","92.35","93.70","93.97","91.75","807.51K","-0.77%"
"19-03-2014","93.31","92.99","94.70","92.25","1.13M","1.04%"
"20-03-2014","93.23","93.80","94.68","93.00","1.41M","-0.09%"
"21-03-2014","93.56","93.20","94.49","93.20","590.04K","0.35%"
"22-03-2014","934.80","940.00","941.20","933.00","9.85K","899.14%"
"24-03-2014","94.20","93.50","94.50","93.50","922.89K","-89.92%"
"25-03-2014","94.81","94.00","96.00","94.00","1.61M","0.65%"
"26-03-2014","92.77","94.90","95.60","91.80","1.12M","-2.15%"
"27-03-2014","92.84","93.40","93.84","92.40","559.50K","0.08%"
"28-03-2014","94.19","93.05","95.20","92.40","1.12M","1.45%"
"31-03-2014","95.41","94.89","97.40","94.40","2.74M","1.30%"
"01-04-2014","102.92","95.80","104.14","94.80","8.79M","7.87%"
"02-04-2014","101.61","103.85","105.00","101.00","3.24M","-1.27%"
"03-04-2014","101.89","102.00","104.00","101.00","1.86M","0.28%"
"04-04-2014","100.33","102.60","104.42","99.67","1.97M","-1.53%"
"07-04-2014","100.75","101.08","102.48","100.00","1.45M","0.42%"
"09-04-2014","104.95","101.59","107.50","101.21","3.96M","4.17%"
"10-04-2014","103.28","105.50","106.40","102.90","1.15M","-1.59%"
"11-04-2014","103.25","103.51","105.28","102.22","1.06M","-0.03%"
"15-04-2014","102.48","103.97","105.18","102.01","1.22M","-0.75%"
"16-04-2014","101.27","102.86","103.27","101.00","782.83K","-1.18%"
"17-04-2014","102.89","101.80","103.80","100.25","1.02M","1.60%"
"21-04-2014","102.61","103.72","104.79","102.22","1.26M","-0.27%"
"22-04-2014","101.97","102.02","103.55","101.65","715.43K","-0.62%"
"23-04-2014","103.88","102.77","104.88","102.53","1.20M","1.87%"
"25-04-2014","105.08","104.40","106.20","103.83","2.18M","1.16%"
"28-04-2014","104.14","105.22","105.72","103.80","877.61K","-0.89%"
"29-04-2014","102.52","104.14","104.63","102.10","584.34K","-1.56%"
"30-04-2014","100.73","103.30","104.00","98.60","947.89K","-1.75%"
"02-05-2014","101.70","101.40","102.20","100.12","490.53K","0.96%"
"05-05-2014","102.18","102.00","103.23","101.11","687.11K","0.47%"
"06-05-2014","102.36","102.00","104.10","101.61","536.36K","0.18%"
"07-05-2014","101.06","102.12","102.80","100.70","274.81K","-1.27%"
"08-05-2014","100.16","101.20","101.90","99.62","380.16K","-0.89%"
"09-05-2014","101.71","99.56","102.00","99.56","381.00K","1.55%"
"12-05-2014","100.47","101.05","102.20","99.90","471.91K","-1.22%"
"13-05-2014","101.61","101.39","102.80","101.11","755.95K","1.13%"
"14-05-2014","96.33","99.00","99.70","94.89","2.35M","-5.20%"
"15-05-2014","91.42","97.17","97.92","90.80","2.89M","-5.10%"
"16-05-2014","90.58","92.09","93.69","90.12","1.47M","-0.92%"
"19-05-2014","92.47","90.71","93.60","90.71","1.38M","2.09%"
"20-05-2014","95.50","93.00","96.90","92.60","2.20M","3.28%"
"21-05-2014","94.93","96.19","96.86","94.51","837.90K","-0.60%"
"22-05-2014","94.50","94.52","96.20","93.98","753.39K","-0.45%"
"23-05-2014","95.34","95.00","95.94","94.72","1.22M","0.89%"
"26-05-2014","92.83","96.25","96.39","92.00","1.38M","-2.63%"
"27-05-2014","92.14","92.81","93.67","91.20","620.35K","-0.74%"
"28-05-2014","92.09","91.60","92.90","91.60","550.65K","-0.05%"
"29-05-2014","91.92","92.68","94.00","91.50","641.14K","-0.18%"
"30-05-2014","91.09","92.41","92.87","90.80","795.63K","-0.90%"
"02-06-2014","91.79","90.52","92.30","90.52","484.21K","0.77%"
"03-06-2014","92.88","92.50","94.25","91.83","997.09K","1.19%"
"04-06-2014","94.25","93.39","95.50","92.91","1.33M","1.48%"
"05-06-2014","96.64","94.40","97.70","94.40","3.03M","2.54%"
"06-06-2014","100.36","97.39","100.90","96.64","5.17M","3.85%"
"09-06-2014","101.91","101.30","103.88","100.85","3.38M","1.54%"
"10-06-2014","100.28","102.20","102.44","98.52","1.62M","-1.60%"
"11-06-2014","99.03","100.59","102.20","98.20","1.39M","-1.25%"
"12-06-2014","98.38","99.00","100.38","97.66","993.18K","-0.66%"
"13-06-2014","95.62","99.08","99.30","95.20","1.20M","-2.81%"
"16-06-2014","96.73","94.92","97.60","94.10","813.89K","1.16%"
"17-06-2014","97.84","96.97","99.40","96.60","907.79K","1.15%"
"18-06-2014","96.57","97.75","98.90","95.21","540.72K","-1.30%"
"19-06-2014","97.02","96.79","97.97","95.70","703.43K","0.47%"
"20-06-2014","96.17","96.05","97.80","95.53","411.21K","-0.88%"
"23-06-2014","96.00","95.52","97.80","95.52","510.08K","-0.18%"
"24-06-2014","97.39","96.00","98.60","96.00","982.90K","1.45%"
"25-06-2014","97.37","97.90","99.18","96.91","823.31K","-0.02%"
"26-06-2014","96.14","97.15","97.89","95.76","737.95K","-1.26%"
"27-06-2014","97.42","96.88","98.70","96.01","919.20K","1.33%"
"30-06-2014","97.63","98.00","98.70","97.00","636.63K","0.22%"
"01-07-2014","98.46","98.00","99.78","97.61","1.62M","0.85%"
"02-07-2014","99.27","98.70","100.27","98.70","1.15M","0.82%"
"03-07-2014","98.30","98.90","99.40","98.01","658.32K","-0.98%"
"04-07-2014","98.09","98.40","99.00","97.30","440.04K","-0.21%"
"07-07-2014","97.88","98.79","99.07","97.33","462.71K","-0.21%"
"08-07-2014","95.00","97.90","98.55","94.46","499.45K","-2.94%"
"09-07-2014","94.04","95.78","95.78","93.22","434.08K","-1.01%"
"10-07-2014","94.14","94.10","95.40","92.50","656.85K","0.11%"
"11-07-2014","91.33","94.20","94.84","90.61","664.16K","-2.98%"
"14-07-2014","92.62","92.00","93.25","91.20","421.66K","1.41%"
"15-07-2014","93.56","93.20","93.90","92.41","427.86K","1.01%"
"16-07-2014","94.51","93.15","94.90","93.15","345.98K","1.02%"
"17-07-2014","96.36","94.02","97.00","93.70","784.13K","1.96%"
"18-07-2014","96.55","95.97","98.30","95.22","1.03M","0.20%"
"21-07-2014","97.09","96.20","97.57","96.20","517.93K","0.56%"
"22-07-2014","95.17","97.55","99.13","93.22","3.49M","-1.98%"
"23-07-2014","93.64","94.52","94.90","92.86","727.48K","-1.61%"
"24-07-2014","93.34","94.25","94.50","93.06","413.60K","-0.32%"
"25-07-2014","92.96","93.10","94.19","92.60","467.87K","-0.41%"
"28-07-2014","92.46","92.90","93.49","92.22","288.67K","-0.54%"
"30-07-2014","92.41","92.01","92.86","91.60","291.68K","-0.05%"
"31-07-2014","92.81","92.41","94.10","92.00","384.20K","0.43%"
"01-08-2014","92.14","92.00","93.50","92.00","264.72K","-0.72%"
"04-08-2014","92.36","92.90","92.94","92.06","202.70K","0.24%"
"05-08-2014","92.37","92.89","92.89","92.10","166.86K","0.01%"
"06-08-2014","92.53","92.17","93.20","92.10","319.13K","0.17%"
"07-08-2014","92.47","92.53","93.00","92.15","209.97K","-0.06%"
"08-08-2014","91.13","92.10","92.20","90.61","416.48K","-1.45%"
"11-08-2014","90.92","92.00","92.29","90.72","249.81K","-0.23%"
"12-08-2014","91.11","91.50","91.58","90.80","250.14K","0.21%"
"13-08-2014","90.05","90.98","91.31","89.55","340.46K","-1.16%"
"14-08-2014","89.56","90.20","90.20","89.00","426.08K","-0.54%"
"18-08-2014","91.49","89.10","93.40","89.10","812.61K","2.15%"
"19-08-2014","91.18","91.99","92.09","90.81","427.82K","-0.34%"
"20-08-2014","91.20","91.18","91.80","90.80","393.11K","0.02%"
"21-08-2014","91.53","91.03","93.40","91.03","1.19M","0.36%"
"22-08-2014","91.09","92.30","92.33","90.85","364.38K","-0.48%"
"25-08-2014","90.95","91.02","92.39","90.58","891.58K","-0.15%"
"26-08-2014","90.30","90.95","91.53","89.80","333.01K","-0.71%"
"27-08-2014","90.33","91.00","91.31","89.72","400.17K","0.03%"
"28-08-2014","89.84","90.50","90.85","89.65","287.03K","-0.54%"
"01-09-2014","89.86","90.59","90.59","89.65","402.77K","0.02%"
"02-09-2014","89.78","90.00","91.30","89.51","708.27K","-0.09%"
"03-09-2014","89.69","90.20","90.20","89.30","428.72K","-0.10%"
"04-09-2014","91.67","89.69","92.50","88.70","1.62M","2.21%"
"05-09-2014","91.74","91.86","92.97","90.91","995.68K","0.08%"
"08-09-2014","95.32","91.30","96.60","91.30","3.85M","3.90%"
"09-09-2014","96.47","95.94","97.50","93.61","3.14M","1.21%"
"10-09-2014","95.19","95.49","97.18","95.00","1.11M","-1.33%"
"11-09-2014","95.92","95.30","97.70","94.53","2.31M","0.77%"
"12-09-2014","96.75","96.69","97.70","96.10","1.61M","0.87%"
"15-09-2014","97.98","96.90","99.90","96.80","3.74M","1.27%"
"16-09-2014","93.38","98.30","99.39","92.20","1.36M","-4.69%"
"17-09-2014","94.61","94.38","95.40","92.60","1.10M","1.32%"
"18-09-2014","95.33","94.60","96.50","94.00","695.79K","0.76%"
"19-09-2014","97.03","95.89","99.80","95.80","3.31M","1.78%"
"22-09-2014","96.97","96.25","97.94","95.10","970.45K","-0.06%"
"23-09-2014","94.47","96.60","97.90","94.02","763.45K","-2.58%"
"24-09-2014","95.36","93.61","96.44","93.10","1.11M","0.94%"
"25-09-2014","92.00","94.83","96.23","91.66","750.76K","-3.52%"
"26-09-2014","92.42","92.58","93.20","91.31","476.32K","0.46%"
"29-09-2014","92.03","92.92","93.47","91.55","402.95K","-0.42%"
"30-09-2014","92.33","92.30","94.20","91.20","658.28K","0.33%"
"01-10-2014","91.70","92.40","92.98","91.50","464.80K","-0.68%"
"07-10-2014","92.80","92.10","95.50","92.10","1.59M","1.20%"
"08-10-2014","92.74","93.00","94.30","92.10","564.08K","-0.06%"
"09-10-2014","93.03","92.81","94.19","92.81","482.20K","0.31%"
"10-10-2014","92.19","93.00","93.64","92.00","400.23K","-0.90%"
"13-10-2014","92.25","91.42","93.20","91.42","432.91K","0.07%"
"14-10-2014","92.13","91.73","92.89","91.73","307.60K","-0.13%"
"16-10-2014","90.98","92.00","92.50","90.60","472.44K","-1.25%"
"17-10-2014","91.03","90.98","91.64","90.81","221.06K","0.05%"
"20-10-2014","90.98","92.10","92.61","90.75","284.96K","-0.05%"
"21-10-2014","94.20","91.50","95.49","90.79","4.45M","3.54%"
"22-10-2014","92.50","94.69","94.69","92.26","752.87K","-1.80%"
"23-10-2014","93.16","93.09","93.50","92.60","164.35K","0.71%"
"27-10-2014","92.03","93.60","93.60","91.61","296.57K","-1.21%"
"28-10-2014","91.68","91.20","92.79","91.10","369.83K","-0.38%"
"29-10-2014","91.59","92.00","92.46","91.30","424.75K","-0.10%"
"30-10-2014","91.72","91.70","92.28","91.10","534.33K","0.14%"
"31-10-2014","92.92","92.39","93.89","91.94","1.02M","1.31%"
"03-11-2014","92.74","92.50","93.90","92.50","489.75K","-0.19%"
"05-11-2014","92.11","92.31","93.30","91.81","376.98K","-0.68%"
"07-11-2014","91.72","92.38","92.39","91.32","467.28K","-0.42%"
"10-11-2014","92.88","92.10","93.69","91.44","755.85K","1.26%"
"11-11-2014","92.01","93.00","93.30","91.75","317.07K","-0.94%"
"12-11-2014","91.75","92.30","92.65","91.52","304.80K","-0.28%"
"13-11-2014","92.75","91.94","94.98","91.62","1.48M","1.09%"
"14-11-2014","92.61","92.82","93.50","92.25","433.10K","-0.15%"
"17-11-2014","96.97","92.70","98.40","92.30","7.68M","4.71%"
"18-11-2014","97.56","97.40","98.80","96.98","1.98M","0.61%"
"19-11-2014","95.94","97.62","98.70","95.46","1.25M","-1.66%"
"20-11-2014","97.62","96.20","98.60","95.97","1.31M","1.75%"
"21-11-2014","96.29","98.00","98.33","95.69","903.83K","-1.36%"
"24-11-2014","96.94","97.00","98.17","96.61","698.73K","0.68%"
"25-11-2014","97.79","97.80","100.80","97.01","3.01M","0.88%"
"26-11-2014","100.97","99.50","103.00","99.31","8.10M","3.25%"
"27-11-2014","100.96","101.25","102.24","99.30","2.05M","-0.01%"
"28-11-2014","100.42","101.40","102.17","99.70","1.67M","-0.53%"
"01-12-2014","100.41","100.50","102.00","100.20","974.42K","-0.01%"
"02-12-2014","100.02","100.50","100.50","99.00","750.76K","-0.39%"
"03-12-2014","101.45","100.02","102.49","100.00","1.55M","1.43%"
"04-12-2014","100.57","101.45","102.20","100.17","681.11K","-0.87%"
"05-12-2014","101.00","100.14","102.70","100.14","1.00M","0.43%"
"08-12-2014","99.53","100.50","101.38","99.14","571.65K","-1.46%"
"09-12-2014","98.17","99.30","100.79","97.68","607.18K","-1.37%"
"10-12-2014","98.23","98.48","99.36","97.90","377.80K","0.06%"
"11-12-2014","98.09","98.44","98.69","97.11","405.67K","-0.14%"
"12-12-2014","98.00","98.01","100.50","97.53","607.83K","-0.09%"
"15-12-2014","97.40","97.26","98.19","97.02","292.05K","-0.61%"
"16-12-2014","95.41","97.00","97.62","94.20","620.31K","-2.04%"
"17-12-2014","93.27","94.62","95.30","93.00","571.43K","-2.24%"
"18-12-2014","95.09","94.19","96.09","94.19","469.45K","1.95%"
"19-12-2014","95.94","96.90","97.38","95.56","555.85K","0.89%"
"22-12-2014","95.92","96.24","96.59","95.40","227.02K","-0.02%"
"23-12-2014","95.00","96.37","96.49","94.80","368.22K","-0.96%"
"24-12-2014","94.34","95.00","96.30","94.16","402.23K","-0.69%"
"26-12-2014","93.92","94.50","95.00","93.60","302.51K","-0.45%"
"29-12-2014","94.44","94.20","94.94","94.20","284.21K","0.55%"
"30-12-2014","94.65","94.74","94.98","94.20","216.53K","0.22%"
"31-12-2014","95.57","94.65","96.62","94.59","564.89K","0.97%"
"01-01-2015","95.79","95.40","96.38","93.60","280.52K","0.23%"
"02-01-2015","95.46","95.80","96.95","95.00","540.29K","-0.34%"
"05-01-2015","94.86","95.20","96.31","94.56","317.17K","-0.63%"
"06-01-2015","93.39","94.12","94.74","93.20","351.74K","-1.55%"
"07-01-2015","92.69","93.22","94.39","92.30","348.45K","-0.75%"
"08-01-2015","94.23","93.10","94.50","93.10","332.89K","1.66%"
"09-01-2015","94.60","94.60","96.20","93.60","732.27K","0.39%"
"12-01-2015","94.64","94.80","96.23","94.20","476.43K","0.04%"
"13-01-2015","94.86","94.80","96.00","94.12","866.46K","0.23%"
"14-01-2015","98.95","95.69","99.78","95.69","2.76M","4.31%"
"15-01-2015","99.30","100.00","100.84","98.70","1.39M","0.35%"
"16-01-2015","99.51","99.30","100.00","98.51","552.68K","0.21%"
"19-01-2015","99.72","99.90","100.77","99.00","836.32K","0.21%"
"20-01-2015","100.97","99.90","102.40","99.53","1.77M","1.25%"
"21-01-2015","101.06","101.37","102.40","100.51","1.45M","0.09%"
"22-01-2015","100.49","101.00","103.84","100.10","2.76M","-0.56%"
"23-01-2015","102.30","102.00","106.40","101.00","2.65M","1.80%"
"27-01-2015","102.05","99.70","105.20","97.30","1.36M","-0.24%"
"28-01-2015","99.20","101.80","102.40","98.80","611.73K","-2.79%"
"29-01-2015","98.75","98.50","100.00","97.10","508.88K","-0.45%"
"30-01-2015","97.85","102.00","102.90","97.30","1.00M","-0.91%"
"02-02-2015","98.30","98.45","101.70","97.70","678.41K","0.46%"
"03-02-2015","96.30","98.50","100.75","96.00","626.66K","-2.03%"
"04-02-2015","94.35","96.80","97.40","93.80","470.59K","-2.02%"
"05-02-2015","92.55","94.75","96.00","91.75","466.22K","-1.91%"
"06-02-2015","90.50","92.60","92.95","90.00","448.59K","-2.22%"
"09-02-2015","87.25","90.25","90.25","86.90","431.55K","-3.59%"
"10-02-2015","86.55","86.75","87.75","85.10","430.46K","-0.80%"
"11-02-2015","88.30","88.00","89.00","87.50","319.10K","2.02%"
"12-02-2015","95.90","89.25","98.00","89.20","2.04M","8.61%"
"13-02-2015","94.00","96.65","96.65","92.65","611.91K","-1.98%"
"16-02-2015","92.75","94.50","94.90","92.30","384.79K","-1.33%"
"18-02-2015","92.10","93.40","94.75","91.40","384.06K","-0.70%"
"19-02-2015","92.60","92.50","93.25","91.25","213.72K","0.54%"
"20-02-2015","94.70","92.95","96.35","91.65","841.00K","2.27%"
"23-02-2015","95.45","96.00","98.95","95.05","838.38K","0.79%"
"24-02-2015","93.80","95.95","95.95","92.60","274.10K","-1.73%"
"25-02-2015","92.85","95.05","96.70","92.15","489.87K","-1.01%"
"26-02-2015","90.90","93.20","93.20","90.40","299.22K","-2.10%"
"27-02-2015","94.75","92.20","95.40","92.00","1.28M","4.24%"
"28-02-2015","94.10","95.90","95.90","93.80","364.83K","-0.69%"
"02-03-2015","94.05","95.00","95.40","93.25","315.70K","-0.05%"
"03-03-2015","101.65","94.50","103.00","93.15","4.36M","8.08%"
"04-03-2015","96.20","102.05","102.90","95.20","1.12M","-5.36%"
"05-03-2015","98.75","96.80","102.40","95.25","1.67M","2.65%"
"09-03-2015","98.15","97.80","100.50","96.25","1.15M","-0.61%"
"10-03-2015","96.95","98.40","99.45","96.00","579.77K","-1.22%"
"11-03-2015","96.00","97.40","97.50","95.65","291.21K","-0.98%"
"12-03-2015","97.65","97.10","98.95","96.50","567.75K","1.72%"
"13-03-2015","95.40","97.95","97.95","95.10","320.01K","-2.30%"
"16-03-2015","94.80","96.00","96.50","94.30","312.22K","-0.63%"
"17-03-2015","94.35","95.25","96.40","93.20","497.86K","-0.47%"
"18-03-2015","93.95","94.90","95.40","93.50","271.60K","-0.42%"
"19-03-2015","93.30","94.55","94.85","93.00","277.78K","-0.69%"
"20-03-2015","91.30","93.25","93.40","91.00","250.32K","-2.14%"
"23-03-2015","90.15","92.00","92.00","89.70","269.88K","-1.26%"
"24-03-2015","92.15","90.30","92.90","89.00","447.64K","2.22%"
"25-03-2015","89.65","93.70","94.70","88.55","821.78K","-2.71%"
"26-03-2015","89.55","90.10","91.45","88.60","546.84K","-0.11%"
"27-03-2015","90.00","92.45","92.50","89.15","660.18K","0.50%"
"30-03-2015","90.95","91.50","92.50","90.55","566.71K","1.06%"
"31-03-2015","90.60","91.35","92.45","90.25","530.39K","-0.38%"
"01-04-2015","93.00","90.50","94.00","90.35","852.50K","2.65%"
"06-04-2015","92.05","93.25","93.70","91.55","327.25K","-1.02%"
"07-04-2015","92.10","92.45","93.50","91.45","385.03K","0.05%"
"08-04-2015","92.60","92.50","93.50","91.90","428.98K","0.54%"
